id,review,stars 
hMoLrotYJGKnOMMVk3c_Rw,"I can't believe the service. So kind, patient and reasonable. The food is even better or just as good as the people. I come back time and time again and although it may be slow on busy days, their attitude and kindness blows me away enough that i dont mind being patient myself :) always returning!",5.0
ZEJCprgoIgSbOwrwFcCnLA,"I love chefs Mary Sue Milliken and Susan Feniger, so I was looking forward to experiencing the restaurant during my stay.  The first night we ate at the bar and had a blood orange margarita with a mole rim and the citrus chicken quesadillas.  It was so good I did not want to stop eating, but I was stuffed.  On my last day, we had lunch there, also at the bar.  It was happy hour so the drinks were a little less expensive.  I had the spicy shrimp tacos.

Food, drink and service are phenomenal.  Prices are average; not overly pricy, but not cheap.  You are paying for quality in food and service, so just do it.  Go there.  Eat there.",4.0
x5mmvBCyqQItisoD2AxhQA,"This resto has ""meal of your life"" potential! To start, the bread and pesto is to die for. I ordered the half caesar salad, and my loving girlfriend had the half beet salad. Both were nice presentations and incredibly tasty. For main I had the goat cheese tortelli. Will not lie, one of the best meals ever. The duck confit was cooked to perfection. Very tasty and well worth the price. GF had lasagna, and it was just as good as the tortelli. Highly recommend this place...will return!",5.0
hOTDE_vmD_gFZ_7hiXguPw,"The three guys that they sent out took about two hours to empty my house, and about 1 1/2 to move my stuff into my new house.  Very professional the entire time, personable, and they took impeccable care of my stuff, nothing was damaged, they wrapped each piece of furniture with pads or plastic.  Under $800 for the move, and it was so great to not have to do it myself. I would recommend them to anyone.",5.0
yuMIWBmul2u9rSGDaJBZrA,"I've been buying my tires for all my vehicles from Discount Tire for years... I'm always pleased with the products, service, and customer support.   Anyone that is in need of tires I wouldn't go anywhere else.",5.0
IYpc6sIim2j10-6rpLSYUA,"I love this place! I started my Bootcamp workout here, 2 weeks ago, and already I lost 8lbs. I bought another weighing scale just to double check, lol!! Well because i can't believe it! I came almost everyday & I love all the coaches! Everyone come here with the same mission & goals, so this really help you to keep motivated! The meals plan for weight loss that my coach gave me really worked & I really felt amazing!",5.0
0YRk-eekTTwZs_wiM86fHQ,"I've been coming here for a little over a year now. Great service and friendly staff. The salon is run by Julie and her sister, Tammy, who are both extremely kind and accommodating. They're always willing to squeeze you in, and  even if they're very busy, the wait is never longer than five or ten minutes. Lots of polish colors to choose from (gel and regular). So happy I found this salon and will be coming back for sure!",5.0
DuRy1JPEcqUyyA4r1tB8jA,"So far so good...19.99 gets  you and a guest in. The staff is nice and friendly. This place is way cleaner then the other gyms in the area. Only downside is that this place gets hot . seems to be a crap ac or something..
But overall the experience is pretty okay...

Tip place gets super packed from 5~9",4.0
fS3k3cdz1thpihMIcUuS0w,I waited almost an hour past my appointment (I called in to book ahead) with no apology or explanation. I've also had these nails (extensions) for a week now and decided they're a bit too long to be functional - called in to ask if they could shorten it and was told it would be $10! Will likely not come back because the customer service is seriously lacking and they seem to want to charge you for every bloody little thing. Even their prices aren't so cheap that I can overlook everything else.,3.0
tWcgE5pPh1jmHr8dFFEw_A,"This is such a fun addition to University circle.  I've been here twice; both times to watch football games.  There are at least twenty widescreen tvs here.  Its two stories with bars and bowling lanes on each floor.  They take reservations and have valet  parking.  Both times I got the chicken tenders.  I wouldn't come here specifically for the food but rather for the ""activity dining"" atmosphere.  Bowling for walk ins is 35$ per hr but 50$ per hr for reservations.  The shoe rental is 3$.  The entrees are 10 to 20$ and mixed drinks around 8 to 10$.  This is my go to place to watch big games.  Bowling here with a group friends will always make for an enjoyable event.",4.0
-sOL6_Pl60F3GP6FhSA6IQ,The best pizza in Las Vegas. The people working there are nice and polite. Love the place. Very clean place too.,5.0
fssnfy7iXeF4ROwvbQslNQ,"My husband and I stopped in to Guitar Center on a Saturday afternoon in search of a keyboard. I'm a vocalist, but I needed something simple and affordable to help me in my practicing. 

When we arrived I saw it was quite busy inside. Employees were very busy running around everywhere to help different customers. I was actually a little happy about this because I didn't want to be pressured by someone into buying a fancier keyboard than I needed. We were able to browse the selection, try different options, and decide on our own. After making our choice I tracked down an employee at the front desk (Tyler) who came and helped us right away. He asked if we need a power source, and I'm thankful he did, because that's something I didn't think about. He tracked down what we needed and checked us out. He asked if we wanted a warranty, and he was able to answer all my questions about it without pressuring me. 

Tyler was super helpful, professional, and efficient, and I'm thankful he was the one to help us. We were very satisfied with our experience and will definitely be back to this location for our future music needs!",4.0
HMVH1TCs_8nWO1erhZJGSA,"I've shopped at a half-dozen or so Neighborhood Markets. This is Walmart's Supermarket concept. That means that it's about groceries and dairy and frozen and meats, plus a section for personal care. The store doesn't have a Tire & Lube or a Vision and not much for electronics and zero for housewares and clothing. Just food.

And as Neighborhood Markets go, this one was pretty good. The shelves were stocked, the store was tidy on a Sunday morning and the associates who I encountered knew the ""Ten Foot Rule.""

It was a good shop.",4.0
V1gc15UYxarVgygLu0Ie1g,Awesome truck...can't wait for brick and mortar location to open.  The Nash-Vegas Hit Chicken is the best in the West Coast!!!  House pimento is amazing!,5.0
2cTGzIbBbwJuvjz3SO83zw,"Not a 5 Star hotel, but still worth checking out. You can't beat the location either....",4.0
DGCUK2gOQWcErss5fiZZCw,"I was very impressed by this optometrist. I was in and out in less than 30 minutes, paperwork, exam, and ordering contacts. Really liked their new system where you don't have to say ""1 or 2"" a bunch of times... very efficient. Dr. Beal was also really nice and talked me through everything he was doing which I appreciated. Definitely one of the best optometry experiences I've had!",5.0
AVcJ5aJuqOXOOmNIIOJkmA,"The owners of this restaurant have another location in Charlotte that has been open a very long time, and I can't, for the life of me, figure out why! My husband and I LOVE a good deli and were so excited to see this place so close to home. The excitement wore off about 5 minutes into the visit. Service was okay, but felt like I had to order and get out in record time. I ordered a Ruben and my husband ordered a corned beef sandwich. They should be ashamed of themselves with the quality of bread and corned beef that they serve. The cole slaw and potato salad tasted like they bought it packaged from Walmart or Sam's Club. There is nothing special about this place and I can make a better corned beef brisket at home, which isn't saying much. Skip this place. Sadly we still have to wait to get a good New York deli in Charlotte and surrounding.",1.0
W6PmCMWwNy5ZmGEBnpt3Fg,"Love this place. Good vibe. Friendly staff. Great music. $5.50 pints. 
Will definitely come back!",4.0
GuAQzgfh_p6u_uSk6VpJ4w,"I will preface this review by saying that I have been a long time Aveda customer. I've never had a bad experience in an Aveda salon. That said, some experiences stand out more than others. Recently moving to Las Vegas from Denver, I was nervous about finding a new stylist. I was loyal to my Aveda stylist in Denver for over 5 years and loved every cut, color, and experiment.
Today I took the plunge and scheduled a haircut as I desperately needed about a foot of hair chopped.
I met Jessica, and she immediately put me at ease. She listened to my stories of how my hair has changed over the course of a pregnancy, she understood my challenges as a busy mom, and she wisely offered advice on some face framing and bang maintenance.
She was funny, smart and personable.
And that's just the beginning of Jessica's amazing work.
After relieving me from about 4 pounds of hair, Jessica so beautifully framed my face and shaped my hair to a magnificent style.
Please don't miss this salon. From the massaging shampoo chairs to the fabulous stylists, they will leave you looking your best.",5.0
9Woj-9zmSHFNxPMlKI4B9w,"The crepe is a must try at this store. The drink is quite sweet, including both cold and hot drinks. The desserts in the cooler are terrible, looks nice for Instagram pic though.",4.0
tD-c0vDGmQ4O4OTmGsU5mQ,"The donuts here were amazing.  This is the donut shop formerly known as Presti's.  I won't explain in detail just how good they are because it would just be mean since they are now closed.

I just drove by and called them.  There is no more Gillys.  sniff...",5.0
9C3bjkfChqNZA3w1BMV_MQ,"Pleasant surprise to find a Quiznos open, even better when I actually had the sandwich. Tasted great.  It's a shame there aren't more Quiznos like this one.",5.0
u1mYSdMxeeq8uZUexw8I8Q,"Your account gets put on auto renew. Then you get charged the first payment of next year before you are allowed to cancel with a zero balance. Then you can't get a refund for the payment even though you haven't used the services. 

Literally they took 40 bucks for NOTHING.

The people on the phone were really rude about it too. Probably because they hear it all day. Sadly the service was pretty good, but I can't abide taking your money and giving nothing in return.",1.0
MTW9zMLsuY_XQ9q524CRbQ,"So I needed a beer and had never been to Tyber Creek.  Not sure what's kept me from going, maybe I think I had the feeling it was a little neighborhood joint and it's not IN my neighborhood or something.  

Either way, this is a pretty cool, sort of outdated, friendly bar.  Irish bar with plenty of great and cold beers on tap as well as an appetizer and bar menu that can compete with the best of them.

Friendly bartenders keep the drinks coming and it's not hard to tell why people like this place.  It is definitely a come as you are kind of place and I like that.",3.0
p43Xd_yef2Hwaq6DR05xUQ,I was looking for a change and an update from my straight boring hair. Alis did her magic and created a custom shag cut that looks amazing flat ironed or curled with beach waves. Oh by the way the shampoo and scalp massage is to die for! She is worth the spend the girls got skills!,5.0
0JJCqMvwBZNARTOKpc6eOA,"Love this place! Very high quality, if not pricey food. The reason for this 5 star review is for their happy hour. The prime burger is one of my favorite burgers in town & during happy hour it's only $7 for this quality bacon burger. You get your choice of cheese ( I get blue) & a side of fries. If your a burger lover check out one of the best deals in Vegas.",5.0
mcyPYszYrJ_nFBsucS_MUw,"I'm torn on how to review this one. 
The pros:
The ambiance and decor are super cute. Like a dressed up farmhouse. 
The food is good and very ""farm to table"" (that's so hot right now). 
Good selection of cocktails. 
Nice patio. 
Open for lunch. 

Cons:
The prices are pretty high. For food that includes sandwiches and salads, you are paying in the teens for each dish. Drinks are equally expensive. 
Service is hit and miss (from my 3 visits). They're friendly and all, but sometimes just seem to forget about things like clearing dishes or refilling drinks. 

Bottom line: it's a cool place with good food, but I won't go again unless somebody else requests it.",3.0
OdzQ_8_G96TrknvBVWhW_A,"I could not have asked for more than AHR Mechanical provided:  Promptness, honesty and value.  Our AC went out on a Sunday.  I called Mike and a technician (Darold)  was at my house in one hour.  Darold was friendly and only sold me what I needed to get the AC running again.  He even commented that he was surprised to see a 12-year-old AC unit running as smoothly as it was!  Clearly, he was not going to try to upsell me like many other companies have.  Darold worked quietly and had the AC working in under 30 minutes.  While the cost of AC repair is ubiquitously exorbitant, AHR offered many discounts.  They also offered a one year warranty on the part they replaced.  I would confidently call them for any other AC repairs we may need and I'd recommend you do the same.",5.0
IZyv-v226dIo7-VjZoHQmQ,"Red Robin is hopping on a Friday night...service was great. Go Matt!  Attentive, friendly, and efficient. Our burgers were delicious and those fries are the best.  I had the DGB ...I heard music with the first bite.  What a wonderful combination of favors.  My son had the Royal burger and the egg was beautiful.  He complained that the bacon tasted like microwave bacon....but managed to eat every bite.  Red Robin....hummmmmm",5.0
s_51IkBQIbRljyEk5k4AmQ,"I would give them a zero if I could. They talked me into other services, my fault for being naive and trusting. He was a fast talker, and as soon as I agreed to those other services, they packed up and left. Didn't even do the work. Very shady and I DO NOT RECOMMEND.",1.0
lZwyhdsaJoo-s5r_4OheMA,"Professional, honest, fair pricing, and dependable.  I don't know about the rest of the yelp viewers out there but these are the most important traits I look for when doing business.  Carpet Monkey of Las Vegas delivered all of them in spades ( pardon the play on Las Vegas and spades   ). They were prompt and extremely professional, the owner was incredibly concerned with whether or whether not I was happy with his service. Just for the record I was extremely pleased. I am almost embarrassed to say what a difference they made on my tiles.  Night and day.  I've been in my house for 10 years regularly have it cleaned however I've never had my tiles steamed and chemically cleaned like they performed and what a difference, I'm so happy.  
I just happen to find them via reading some reviews on yelp and thought that I'd give them a shot I am so glad I found them.  So if you're riding the fence on whether or whether not to give him a shot all I can say is I would pull the trigger and call them again in a heartbeat.  They will be my only go to carpet and tile guys from now on.",5.0
tFkb2IvNnNwltooOxXq8pA,"This place is always chaotic.  Super super super busy, but that's because it's really fun!  As a girl, I know a lot of girls wouldn't be comfortable or have fun golfing at a ""driving range,"" but that's why Top Golf is so great, because even if you don't want to play, you can just hangout and eat/drink with your friends who are playing.  Whether you're coming here for a date, birthday party, in a big group, or whatever it may be, this place is great for people of all ages.  The atmosphere itself is really fun and it's just a super cool idea that's entertaining.",4.0
UF-JqzMczZ8vvp_4tPK3bQ,Amazing Steak and Cheese... Better than any Philly one I have ever had... Takes a little while tom order and get your food but that's cause it's so good!! Great pizza too!,5.0
kNOD0KGqxj61_xzwGDLmQw,"I have been eating warm pies on location and buying frozen pies to eat at home ever since the first location opened. 

I am a huge fan of their savoury pies! I honestly cannot pick a favourite because I like so many of their pies and decide on the flavour based on what I'm craving at the time. I enjoy the braised beef rib, beef 'n beer, butter chicken (slightly spicy), veg-ilicious, pulled pork. The seasonal flavours are great too!

I'd love to try the lobster shrimp, but it's been sold out whenever I visit.

As for the sweet pies, the cheesecake with raspberry is my fave! 

I also enjoy the coleslaw. The dressing is tart and the perfect amount. The dried apricot adds a great texture and sweetness. I just wish the cabbage was chopped more finely. The carrots are julienned, yet the cabbage is chopped in large pieces, which makes for a tough texture.",4.0
QfAcKlN9GT28chRIpsYa-g,Great fresh burgers. I had cheese burger with fried egg side of chili onion rings. Price kind of high. Original LA is much better.,4.0
iZpYI_HRg9_sU8zRMV03zw,"Well, it was not amazing. There are better places in Charlotte to get sushi. And we were over charged for our drinks! Aside that, the service was great and the place is nice. Would I go back? Likely no.",2.0
3m4wsXgsgd0k31YIx6AMjA,"I spent 45 minutes in this store shopping for my babies and our home.  Got to the check out counter and unloaded my order.  The cashier started checking me out and then called another cashier over and she told me Target stores were on probation and could no longer take WIC.  There is not one sign posted anywhere to this in the store or on the front window of the store.  The isles still have the WIC symbols on them.  The cashier said she could call the front manager and I told her what good was it going to do if they don't take WIC.  I left a full cart with her and told her I had to go elsewhere now. 
When I got home I called the corporate office and put in a complaint.  The person I spoke with had no knowledge of this but took my name and said he was going to look into the matter and advised me to call the manager at the store.
I called the manager at the store and the only thing he could be bothered to tell me was they used to take WIC but don't any longer.  I told him there were no signs posted to that and that the shelves still had the WIC stickers on them.  His answer to me was that there was no sign on the front window saying they took WIC.  I also told him I spoke with some employees regarding something I was looking for and they saw the WIC checks in my hand and never said anything.
This store is taking up space.  I have gone there numerous times on a Sunday for milk and eggs only to find they were totally out of whole milk and eggs.  Please who is doing the ordering.  I will continue to shop at Walmart even though this store is only a mile away from me.  The manager never even said he was sorry, only had excuses, I hung up.",1.0
4MvczMuCszYwMAayQOLHyw,"I go to this market some time. The good thing is that they open until 12 am so I can stop by this place late night. The bad thing is that those hispanic workers are very unprofessional.  I do speak Spanish and understand what they are saying in Spanish inside the store. My experience today was the worst... Three of Mexican workers were using nasty cursing words in front of the customers assuming that no one understood what they were saying, such as ""puta(Bitch or whore)' or ""chingado(F--- u)."" Those are extremely nasty & disrespectful cursing words and I was totally grossed out. I told them that they shouldn't use those nasty words in front of the customers then one of them joked, ""Puta means pretty in Korean."" Of course not.. That really insults Koreans and their culture. I was totally disappointed in their unprofessional act and attitude and would like to stay away from this store for a while. It doesn't matter what language they speak, but they should NEVER use disrespectful cursing words in front of the customers. End of the line.",1.0
XW_k92GocXHdnMIo-Y-VCw,"Terrible and expensive experience both times. First one was a year ago, when I requested the parts fellow to order me a new muffler. He said it would be in, in about 3 days. 5 days later I called, and he forgot to order it. 10 days later, I called them again, and they still forgot to order it, despite me being in front of the counter. 
Second situation was on Nov. 4 th, 2017. My 1998 Rav 4 was not carrying a charge despite me purchasing a new battery, the evening before. On that cold and snowy day, my wife and I broke down on 130th Ave S.E. . I managed to get the vehicle as far as the Safeway Parking lot, where we were stranded. I called the Canadian tire across the street and spoke to the manager. He told me to bring it right in. Well, we called a tow truck and waited for 2 and a half hours. No biggy there as it was a busy day for them as one could imagine. We brought the vehicle in on a large flat bead truck. I asked the mechanic, where did he want it; and he said anywhere. Once we dropped it; I went inside and spoke to Ron about the problems. Ron was a super nice guy. Very friendly. I mentioned to him, that there was a loose + positive cable clamp that had to be tightened. I needed to have the alternator checked as the new battery died on us . ""After the repairs are completed Ron, could you please have them do a safety check on the vehicle please?"" Here came the upsell. "" Well, he said, we have 3 different types of safety checks. Then he felt a pressing need to tell me all about them and their respective prices. I cut him off short, and instructed him to provide me with the cheapest (100.00) safety check. 
Here in point form, were the blunders that were committed. 
1. Ron got my name wrong, my sex wrong, and all this with me standing in front of him and correcting him as he put an entirely different name on the key tag. I corrected him and even called back to ensure that the information on the work order was complete; but he didn't even bother to put down the much needed information. That's just plain unprofessional. 
2. I spoke to him about purchasing a new battery, just the night before, and that my + cable clamp was not tight. Despite this, he didn't bother to put any of this on the work order. 
3. Never informed me of the labor costs, part costs if it was a alternator and so forth
4.Never mentioned on the work order that the vehicle died while driving; but instead, said that it just stalled. 
5. The assistant manager "" Dennis"" called and left a message for me, that the Rav would not pass a safety test because that battery is not working, and a headlight bulb was out. (Well of course....why do you think it was there?) 
6. The assistant manager called me a second time at my residence later the next day; and informed me that my alternator would need replacing despite it being purchased new from one year previous. I asked him how much the alternator was and he gave me a rough cost. Then he said I would be charged. 1.2 ( which I guess was one hour and twenty minutes) for the labour. Fair enough I said, go ahead with the repair. At this point I figured;, it will be about 5 hundred dollars by the time they soak me for everything. 
7. Later that day I picked up the vehicle and it was way over and above at $683.00. When asked to explain the costs...they said they were too busy. 
8. When I arrived home, I looked at the invoice and noticed that they hadn't even taken the time to fill out the top of the safety check. Truth be known, they never probably checked a thing. No name, no policy number, no make model or year of the vehicle, no Vin number, no date...absolutely nothing!
9. Shop supplies was 35 dollars and some change. There are only two bolts that secure an alternator to it's bracket. Tell me where were there 35 worth there? 
10. The assistant manager couldn't provide me ( their customer) with the proper warrantee period for it, nor did he know how long safety checks are good for. 
** Now after all that, does this sound like a professional service to you? They should be ashamed for treating customer's this way. 
Needless to say; I won't be back for any service. They are reckless and unprofessional.",1.0
LQ-yFQvXE0q0PTfps9UVzg,"This place is an excellent place to go if you are in or around the Strip.  The food is delicious, prices are good, and staff is friendly.  Although i have only had the chicken, you cannot go wrong with it.  I have had the 1/2 chicken and also the crispy chicken burrito and both were very good.  In addition, I always get the yucca fries; my lunch order is now a burrito with yucca fries and all for under $10 and i can't finish it all.  In addition, always get the green sauce and use it to your heat tolerance.  It definitely has a kick to it, so mix it with some mayo especially for the yucca fries.  I don't know if I would drive out of my way to eat here, but it is worth going if you are close.",4.0
sgur9iBViq7Ug2RmzQ0Zlw,I've been going to Touch of Life for a few months now.  James is an excellent massage therapist. Ask about their specials when you make an appointment. They offer pretty good package deals.,5.0
g3Jb9218YCcsCxkRTEKG6A,"TOTALLY GAUDY BUT GREAT!
Spent my 26th birthday wknd here.  It also happened to be my first trip to Vegas, despite living in LA since I was 18--imagine that!  Anyhow, we stayed in suite with a step down living room and all the gold in that place made me wear my stunna shades--LOL!!!  Definitely check out the V-Bar.  The drinks are unique and this place is definitely for the 'grown and sexy'.",5.0
t9TseI5P9HDYxPMIK3TDaA,"This location in the forum shops is wonderful! The staff is really nice and helpful! I would choose this location over the Fashion Show Mall because the staff there are very snooty and rude!

Tiffany & co focuses on Superior customer services and the Forum Shops location really showcases this! Great Job!",5.0
XLBgLm77uest3UBsuj5sAg,Dr Vicuna is fabulous! She was very thorough and didn't mind me asking a million questions. Lol She is very patient.,5.0
ygjO4m-Y2n1GjoE3ZcHVzw,"This place is a hidden gem! We moved to Vegas from San Francisco last year and have been here several times since. I took some friends here last weekend, that were visiting and they fell in love with it too. The play yard in the back is a blast!! So much fun!! Drinks are super affordable. We had an adorable waitress named Anne Marie and she was awesome! Super nice, quick with our drinks, very attentive and personable. I've been a server before so I'm a bit picky but she was on it! Love this place!",5.0
DwkEq1yx4kbb9xxVBd6iwA,"I have been going to Dental Care West, the west side clinic offered by A.T. Still University since April 2015. They came highly recommended.  

I have had my scheduled appointments change 3 times without my approval. I find out about the change when I show up for my originally schedule appointment. This is very bad customer service.

Otherwise, most of the residents are OK dentists. You have to have a new dentist every July, so I am up to my third 'regular"" dentist. To get my appointments when I needed them, I changed the resident & dentist. I found out that many of the residents and their coaching dentists don't read the files to know what is going on with my treatment before I come in. This bad practice. I also had a problem when the dentist did work he thought I needed without discussing it with me first but not owning up to it after I got angry. Frustrating.

I have to go back hopefully only 1 more time to fix the problem they created. Problem: I had root canals and crowns done and then they did the implant extraction. During the healing time, my prior crowned teeth shifted resulting in a large gap between my teeth and pain.  They do realize that this is a problem they caused and are not charging me but they keep putting off doing the work. So now I'm re-scheduled with a different resident/dentist so I can get my work done.

The support staff that help the dentists are the best. Front office -not so much. It's been a long drawn out process.  I just want my teeth fixed. It shouldn't be this difficult.",2.0
0O7kc-T1SrZpF84jMOyeOg,"New club in the Hard Rock, and currently the hottest place in Vegas... Similar to Rain.  Best club on Sunday night, hands down.",5.0
jwKoqOuVXRh0TYi5v5bQeA,Went here looking for gluten free fried chicken and found my new favorite place to eat! I hate going to the strip but for chicken like my granny used to make....I make an exception! It has best country-chic atmosphere and the manager is legit one of the nicest dudes you'll meet! Bar menu rocks too! Will he back again as!soon as we can. You rock Yardbird!,5.0
2aZyDyX4n2jymN7Yoxhvug,Horrible service and communication. Owner was very rude and lacked professionalism even after acknowledging a mistake on his website that lead me to believe I could get a hand wash at 4:45 pm when hours of operation 8:00am -7:00pm. I drove 30 minutes and he didn't seem to care and instead walked away leaving an argumentative employee behind. Too many options in Charlotte to give this place my business.,1.0
HgENmcZx22F649e3rwUPYA,"if i could give a 0 star i would...

so my husband and i decided to try the Clicklist function of order online and pick up groceries curbside. we arrived at 7:01 pm and watched for well over 10 minutes through the glass at the associate that was manning the station took cell phone calls, cut paper with scissors, took a selfie and what not before my husband went into the store proper to ask about getting our order. well after a minute after returning to the car after talking to customer service we decided to film said associate. she took another call and what not and we have well over 4 minutes of footage of her doing nothing. at this point we hit the 20 minute mark of waiting and my husband went back into the store where he was met by the cs employee and the manager. they called the associate up and she admired she'd taken some calls and told us we should have called her to let her know we were there. the websites specifically states to stay in your car as they come out to you and no phone number or instructions to call are issued in the confirming email i received. the manager didn't even apologize for her employee or try to make amends just assured my husband our card hadn't been charged as of yet so we canceled the order. we went to the smiths on sahara and nellis our normal store which doesn't have the Clicklist feature. i told them what happened and they gave us the office number to the area and we will be calling them as well as submitting screen shots of my confirming email, my order confirmation number and the 4 plus minutes of video to their corporate email. 

good luck explaining the cell phone usage.",1.0
Cf53M5yCQPBShs842UaTrA,Food is good but they dont let you mix match like bdubs ... So for that u get two stars bruh,2.0
FxI9Ffl5DpbKG7FRm1NeTg,"Came here to meet my BFF, we had happy hour.  Everything was great, food, drinks, price, and service!  I love this place and the atmosphere.",5.0
-YOjbulFcMC7fo71hYtgaQ,"In-N-Out is ok. 
That's it, ok.
I truly think most people go because they think it's a cool thing to do.
Carl's Jr. burger,(the Big Carl) is a far better burger.",3.0
IUk0Mg-lYMlcDjr2nVFsxg,I have NEVER had a bad meal there! Larissa has always been my server and she rocks! The salmon is great but she's the real draw! Great service makes a place!,5.0
QtouknvDGfCrR0MV-Z1LFg,"Let me start with positives. I've never had a bad (weak) drink at Kelly's, and I feel it's very reasonably priced. The only food I've tried was the mac and cheese, which was ok given how much it cost.

Kelly's has two major issues: cleanliness and service. The booths are covered in crumbs, regardless of the time of night, and the tables often need wiping. Mysterious sticky stains abound.

The service would be so-so if not for this crazy policy: let's say you sit at a table. No waiter has been paying attention to you, so you go to the bar to get a drink. Are you allowed to bring that drink back to your table? No, you have to drink it at the bar! It's a kind of catch-22.

For these reasons, I have to give a 2 star rating - there are better bars around.",2.0
JCnhQd9FIHBCj5rj12wboA,"Holy smokes! This place is one time consuming portal of gimmicks and awful service. First, the service is not great and the overall experience is way too pricy. Now, never mind that the overpriced single dish indian entrees are mediocre at best ... for some reason a sword wielding candle balancing bellydancer is supposed to make for a good experience? 

It was loud as hell inside, and then the bellydancing made any conversation entirely inaudible to the point where i had to ask my 'server' what he said numerous times. Now aside from letting children play with a massive sword by other guests, balancing candles on her head, and harassing patrons to get up and dance with her, the bellydancing was not only dangerous but unnecessarily noisy.

The food itself? Meh. Ive been to many indian places, this is the least impressive. But hey, we got to wait an extra hour before paying a $60 bill for 2 people.",2.0
Tn-pOKcLBMa6K8PXdEkAIw,"Love it here. Scallops and Sea Bass are delicious. It's comfortable, a little pricey, but worth the meal.",5.0
OqCGBmLm9DE84Sv7vqlwWQ,"I'm updating my review.... yet again.

I've come back to this place, since it's like 2 min from my house

The sushi fish was better.  Average.  Edible.  Good for a quick fix.

Solid 3 stars.",3.0
SOSBVld0AsaO-uFULble1Q,We heard that they were preparing Pho.....it was delicious!  The crispy Vietnamese egg rolls were a nice compliment!,5.0
LZWGLxtd8J5IEJu_l3zNXg,"I can't remember when I had a lunch as good as today's ....wait.....the last time was when I was here last ....about 9 months ago. This place ROCKS!! 

Ravi is awesome. I used to pick up lunch here weekly then sadly moved jobs and I  wasn't around the corner any longer.  If your lucky enough to be in the neighbourhood - do not turn down the opportunity to stop in and grab a bite to eat. 

There are always daily specials and the menu is posted on the large blackboard as you walk in. There are only 4 or 5 types of wraps and they are all great !  

If you get here just before noon you beat the rush, even if you get caught in the line - it's well worth the wait.  Every single item on the menu is terrific !  

Today I brought a friend here for a quick lunch and we both had the combo of corn & crab soup and the lamb wrap !! ..........WOW was it fantastic !   The combo is a prefect lunch. 

The restaurant is small and seats about 16 at a very large communal table and there are about 4 additional tables in the back space, or if you prefer to sit facing the street, you could be lucky to grab a spot at the window.  

In the spring, summer and early fall the patio is open and it is a lovely space to have lunch. 

Thanks Ravi - you and your team do a great job and I hope to return soon.",5.0
dRQy3XkQLRSAgZ8nfmYqjQ,"I purchased a used safe on Craigslist.  Not just any safe mind you.  Oh no, I HAD to have the super high security 4000 lb bank safe ... especially at the dirt cheap price it was listed.

Let me say that again - FOUR THOUSAND POUNDS.  Two tons.  About the same as a Toyota Highlander.  5 feet tall, 4 feet wide, and about 35 inches deep.

I spent several days calling around to places to get it moved.  No one wanted to touch this thing.  Then I called The Safe Keeper.

Don (the owner) agreed to do it for $800.  More than I wanted to spend, because I'm a cheapskate.  I finally agreed since no one else would take the job.

I'M GLAD I DID!!

Don and 3 of his guys picked it up from a warehouse near the strip, moved it to my home in Centennial.  They used two pallet jacks, an assortment of wood blocks and chocks, and floor coverings.  Four turns and one 36 inch wide doorway later, they had it placed EXACTLY where I wanted it.  No scuffed walls.  No indentations in the linoleum.  No damage to persons or property whatsoever.  

Not a lot impresses me.  (See my other reviews.)  But these guys did.  Folks, the whole crew were professional safe movers who worked seamlessly together.

FIVE STARS.  ALL THE WAY.  CALL THEM WHEN YOU NEED A SAFE MOVED.",5.0
sfKHJJxT9ybb0CUPTbo9Hw,Food is awesome! Been eating there since 2000. Pizza is good but I love the sandwiches. Chill vibe,5.0
hc4xT4PnFvzE5QQNROLIgg,"The Venetian straddles the dual-aspect of early 21st Century Las Vegas very well.  It's got the appeal of calculated imitation that is the Adult Disneyworld but still has the polish of the Unrestrained Opulence that Las Vegas is evolving to--sort of Dubai with gambling.  The crowd here is very diverse, with wealthy foreign tourists both as guests and herded through the shopping mall under the auspices of paid tour guides. Certainly it's a monument to global ambition.

Indeed, Vegas is evolving, and I can imagine that when it opened the Venetian was the pinnacle of elegance on the strip.  While no longer at the summit, it still is a fantastic place to stay at.  The rooms are decorated in classic Italian motif, and are fairly spacious.  Some of the aspects of the room were showing their age (we did need to call maintenance at one point).  

The property is indeed huge, with a lot to offer--top notch dining, upscale shopping, and considerable entertainment (Venetian troubadors, gondola rides, shows, casinos).  The scale of the operation can be put into perspective by recounting my check-in experience.  I felt like I was boarding a cruise ship with the crowds, the processing, the walk to the cabin--all excellently done, but if that's not what you are looking for in a vacation you may need to re-think the Vegas thing.

We went off-peak (during the week) and felt the room rates were a good deal.  If I ever go back to Vegas, I'll consider staying again.",3.0
